category,relationship_type,description,wikidata_property,directionality,parent_relationship,specificity_level,lcc_code,lcsh_heading,fast_id,status,note,source,version,lifecycle_status,reify_as,cidoc_crm_code,cidoc_crm_kind,wikidata_label,crminf_applicable,mapping_source,wikidata_description,wikidata_datatype,wikidata_alt_labels,wikidata_role_qualifier_object_pid,wikidata_role_qualifier_subject_pid
Familial,GRANDCHILD_OF,Grandchild of grandparent,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P152_has_parent_chain,PROPERTY,Derived from parent relations,false,relationship_types_seed.cypher,,,,,
Familial,GRANDPARENT_OF,Grandparent of grandchild,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P152_has_parent_chain,PROPERTY,Derived from parent relations,false,relationship_types_seed.cypher,,,,,
Familial,HALF_SIBLING_OF,Person is half-sibling,P3373,symmetric,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,sibling,false,manual_curated_2026-02-13,"the subject and the object have at least one common parent (brother, sister, etc. including half-siblings); use ""relative"" (P1038) for siblings-in-law (brother-in-law, sister-in-law, etc.) and step-siblings (step-brothers, step-sisters, etc.)",wikibase-item,sister | has sister | bro | has brother | brother or sister | sister or brother | sis | sib | siblings | sisters | brother | brothers and sisters | sisters and brothers | has sibling | is sibling of | is the sibling of | brothers | is brother of | is the brother of | is sister of | is the sister of | half-brother | half-sister | half-sibling | sibling of | brother of | sister of | twin,,
Familial,MOTHER_IN_LAW,Person is mother-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,,,,,
Familial,MOTHER_IN_LAW_OF,Mother-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,,,,,
Familial,MOTHER_OF,Mother of child,P40,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P96_by_mother,PROPERTY,child,false,manual_curated_2026-02-13,"subject has object as child. Do not use for stepchildrenâ€”use ""relative"" (P1038), qualified with ""kinship to subject"" (P1039)",wikibase-item,son | daughter | kid | has child | children | sons | daughters | kids | has children | has son | has sons | has daughter | has daughters | has kid | has kids | offspring | progeny | issue | parent of | descendants | father of | mother of,,
Familial,NEPHEW_OR_NIECE_OF,Person is nephew or niece,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Extended family structure,false,relationship_types_seed.cypher,,,,,
Familial,PARENT_OF,Parent of child,P40,inverse,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P152_has_parent,PROPERTY,child,false,manual_curated_2026-02-13,"subject has object as child. Do not use for stepchildrenâ€”use ""relative"" (P1038), qualified with ""kinship to subject"" (P1039)",wikibase-item,son | daughter | kid | has child | children | sons | daughters | kids | has children | has son | has sons | has daughter | has daughters | has kid | has kids | offspring | progeny | issue | parent of | descendants | father of | mother of,,
Familial,SIBLING_OF,Person is sibling,P3373,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,sibling,false,manual_curated_2026-02-13,"the subject and the object have at least one common parent (brother, sister, etc. including half-siblings); use ""relative"" (P1038) for siblings-in-law (brother-in-law, sister-in-law, etc.) and step-siblings (step-brothers, step-sisters, etc.)",wikibase-item,sister | has sister | bro | has brother | brother or sister | sister or brother | sis | sib | siblings | sisters | brother | brothers and sisters | sisters and brothers | has sibling | is sibling of | is the sibling of | brothers | is brother of | is the brother of | is sister of | is the sister of | half-brother | half-sister | half-sibling | sibling of | brother of | sister of | twin,,
Familial,SISTER_IN_LAW,Person is sister-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,,,,,
Familial,SISTER_IN_LAW_OF,Sister-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,,,,,
Familial,SON_IN_LAW,Person is son-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,,,,,
Familial,SON_IN_LAW_OF,Son-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,,,,,
Familial,SPOUSE_OF,Person is spouse (symmetric),P26,symmetric,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,spouse,false,manual_curated_2026-02-13,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions",wikibase-item,wife | married to | marry | marriage partner | married | wedded to | wed | wives | husbands | spouses | husband | marital partner | married partner | common-law spouse | common-law wife | common-law husband | partner,,
Familial,STEPCHILD_OF,Person is stepchild of stepparent,,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Legal/social fact (or reify adoption),false,relationship_types_seed.cypher,,,,,
Familial,STEPPARENT_OF,Stepparent of stepchild,,inverse,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Legal/social fact (or reify adoption),false,relationship_types_seed.cypher,,,,,
Familial,UNCLE_OF,Uncle of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Extended family structure,false,relationship_types_seed.cypher,,,,,
Functional,DESIGNED_FOR,Purpose for which type was designed,,forward,,1,T,Technology,1145002,active,Design purpose,discovery_schema,1.0,candidate,,,,,false,,,,,,
Functional,EFFECTIVE_AGAINST,Type is effective against target,,forward,,1,T,Technology,1145002,active,Effectiveness relationship,discovery_schema,1.0,candidate,,,,,false,,,,,,
Functional,INEFFECTIVE_AGAINST,Type is ineffective against target,,forward,,1,T,Technology,1145002,active,Ineffectiveness relationship,discovery_schema,1.0,candidate,,,,,false,,,,,,
Functional,OPTIMAL_IN,Type is optimal in context/situation,,forward,,1,T,Technology,1145002,active,Optimal context,discovery_schema,1.0,candidate,,,,,false,,,,,,
Geographic,BIRTHPLACE_OF,Place is birthplace of person,P19,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E67_Birth,CLASS,place of birth,false,relationship_types_seed.cypher,"most specific known birth location of a person, animal or fictional character",wikibase-item,birthplace | born in | POB | birth place | location born | born at | birth location | location of birth | birth city | born,,
Geographic,BORN_IN,Person was born in place,P19,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E67_Birth,CLASS,place of birth,false,relationship_types_seed.cypher,"most specific known birth location of a person, animal or fictional character",wikibase-item,birthplace | born in | POB | birth place | location born | born at | birth location | location of birth | birth city | born,,
Geographic,CAMPAIGN_IN,Military campaign location,,forward,,1,G,Geography,940469,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Geographic,DEATH_PLACE_OF,Place is death place of person,P20,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,place of death,false,relationship_types_seed.cypher,"most specific known (e.g. city instead of country, or hospital instead of city) death location of a person, animal or fictional character",wikibase-item,deathplace | died in | death place | POD | location of death | death location | killed in | died,,
Geographic,DIED_IN,Person died in place,P20,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,place of death,false,relationship_types_seed.cypher,"most specific known (e.g. city instead of country, or hospital instead of city) death location of a person, animal or fictional character",wikibase-item,deathplace | died in | death place | POD | location of death | death location | killed in | died,,
Geographic,EXILED,Person was exiled to place,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher,,,,,
Geographic,EXILED_BY,Place exiled person (jurisdiction),,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher,,,,,
Geographic,FLED_FROM,Fled from location,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher,,,,,
Geographic,FLED_TO,Fled to location (exile/escape),,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher,,,,,
Geographic,FOUNDED,Established place,P112,forward,,1,G,Geography,940469,active,,roman_republic_csv,1.0,implemented,EVENT,E63_Beginning_of_Existence,CLASS,founded by,false,relationship_types_seed.cypher,"founder or co-founder of this organization, religion, place or entity",wikibase-item,co-founder | founders | established by | co-founded by | founder | started by | cofounder | cofounded by | institutor | instituted by | created by | creator | establisher | starter | begun by,,
Geographic,HAS_PART,Place comprises/contains place component,P527,inverse,,2,G,Geography,940469,active,Use for spatial composition - country HAS_PART regions,spatial_composition,1.0,candidate,,,,has part(s),false,,"part of this subject; inverse property of ""part of"" (P361). See also ""has parts of the class"" (P2670).",wikibase-item,formed from | formed out of | assembled from | assembled out of | created from | created out of | amalgamation of | set of | consists of | holonym of | parts | comprised of | includes part | has as part | has component | have part | composed of | has ingredient | has ingredients | ingredients | contain | contains | has member | has branch | divided by | incorporates | had part | has parts | has part | has part or parts | made up of | includes,,
Geographic,LIVED_IN,Person lived in or resided in a place,P551,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,STATE,E7_Activity,CLASS,residence,false,manual_curated_2026-02-13,"the place where the person is or has been, resident",wikibase-item,lives in | hometown | home town | place of residence | resident of | resided in | resided at | lived in | resident in | has resided in | home city | living in | residing in | address | house,,
Geographic,LOCATED_IN,Entity is located in place,P131,forward,,1,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,PROPERTY,P53_has_former_or_current_location,PROPERTY,located in the administrative territorial entity,false,manual_curated_2026-02-13,the item is located on the territory of the following administrative entity. Use P276 for specifying locations that are non-administrative places and for items about events. Use P1382 if the item falls only partially into the administrative entity,wikibase-item,located in the administrative unit | located in administrative unit | is in administrative unit | is located in | is in the state of | is in the province of | is in the county of | is in the district of | is in the department of | is in the region of | is in the borough of | is in the city of | is in the town of | is in the village of | is in the municipality of | is in the territory of | is in the prefecture of | is in the voivodeship of | is in the Indian reservation of | is in the Indian reserve of | is in the ward of | is in the administrative region of | is in the settlement of | is in the local government area of | is in the rural city of | is in the shire of | happens in | is in the commune of | in administrative unit | in | is in the administrative unit | administrative territorial entity | city | town | state | Indian reservation | in the administrative unit | locality | is in the parish of | location (administrative territorial entity) | is in the principal area of | located in the territorial entity | region | is in the arrondissement of | administrative territory | territory,,
Geographic,LOCATION_OF,Place is location of entity,,inverse,,1,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,PROPERTY,P53i_is_former_or_current_location_of,PROPERTY,,false,relationship_types_seed.cypher,,,,,
Geographic,MIGRATED_FROM,Group migrated from a place,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher,,,,,
Geographic,MIGRATED_TO,Group migrated to a place,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher,,,,,
Geographic,PART_OF,Place is part of larger place,P361,forward,,2,G,Geography,940469,active,Use for spatial composition - region PART_OF country,spatial_composition,1.0,candidate,,,,part of,false,,"object of which the subject is a part (if this subject is already part of object A which is a part of object B, then please only make the subject part of object A), inverse property of ""has part"" (P527, see also ""has parts of the class"" (P2670))",wikibase-item,meronym of | section of | system of | subsystem of | subassembly of | contained within | assembly of | part of-property | component of | in | within | is part of | subgroup of | collateral branch of | branch of | element of | chain | contained in | of,,
Geographic,RENAMED,Renamed place or entity,P1448,forward,,1,G,Geography,940469,active,,extraction_appendix,1.0,implemented,EVENT,E15_Identifier_Assignment,CLASS,official name,false,relationship_types_seed.cypher,official name of the subject in its official language(s),monolingualtext,long name | complete title | legal name | official title | name | registered name | full title | be named | long title,,
Geographic,RENAMED_TO,Place was renamed to new name,P1448,inverse,,1,G,Geography,940469,active,,extraction_appendix,1.0,implemented,EVENT,E15_Identifier_Assignment,CLASS,official name,false,relationship_types_seed.cypher,official name of the subject in its official language(s),monolingualtext,long name | complete title | legal name | official title | name | registered name | full title | be named | long title,,
Geographic,RESIDENCE_OF,Place was residence of a person,P551,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,STATE,E7_Activity,CLASS,residence,false,manual_curated_2026-02-13,"the place where the person is or has been, resident",wikibase-item,lives in | hometown | home town | place of residence | resident of | resided in | resided at | lived in | resident in | has resided in | home city | living in | residing in | address | house,,
Honorific,AWARDED_TO,Award was given to person,P166,inverse,HONORED,2,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,award received,false,relationship_types_seed.cypher,"award or recognition received by a person, organization or creative work",wikibase-item,prize received | awards | honorary title | recognition title | award | honours | honors | medals | awarded | award won | prize awarded | awards received | win | winner of | received award,,
Honorific,AWARD_RECEIVED,Person received award or decoration,P166,forward,HONORED,2,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,award received,false,relationship_types_seed.cypher,"award or recognition received by a person, organization or creative work",wikibase-item,prize received | awards | honorary title | recognition title | award | honours | honors | medals | awarded | award won | prize awarded | awards received | win | winner of | received award,,
Honorific,DECORATED_WITH,Person decorated with award,,forward,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Honorific,DECORATION_OF,Decoration was awarded to person,,inverse,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Honorific,GRANTED_TITLE,Title was granted to person,,forward,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Honorific,HONORED,Honored or praised person,,forward,HONORED,1,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Honorific,HONORED_BY,Was honored by,,inverse,HONORED,1,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Honorific,TITLE_GRANTED_BY,Person was granted title by grantor,,inverse,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Ideological,ADHERES_TO,Person or organization adheres to ideology,P1142,forward,,1,HM,Ideology,967151,active,,bidirectional_csv,1.0,implemented,PROPERTY,P2_has_type,PROPERTY,political ideology,false,relationship_types_seed.cypher,political ideology of an organization or person or of a work (such as a newspaper),wikibase-item,has political ideology | official political ideology | supports political ideology | ideology | political view | supports ideology | official ideology | political viewpoint | editorial viewpoint | political orientation | political leaning,,
Ideological,IDEOLOGY_OF,Ideology is adhered to by person/organization,P1142,inverse,,1,HM,Ideology,967151,active,,bidirectional_csv,1.0,implemented,PROPERTY,P2i_is_type_of,PROPERTY,political ideology,false,relationship_types_seed.cypher,political ideology of an organization or person or of a work (such as a newspaper),wikibase-item,has political ideology | official political ideology | supports political ideology | ideology | political view | supports ideology | official ideology | political viewpoint | editorial viewpoint | political orientation | political leaning,,
Institutional,APPOINTED,Entity appointed person to office,P39,forward,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,position held,false,relationship_types_seed.cypher,subject currently or formerly holds the object position or public office,wikibase-item,political office held | political seat | public office | office held | position occupied | holds position | function | held position | job,,
Institutional,APPOINTED_BY,Person was appointed by entity,P39,inverse,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,position held,false,relationship_types_seed.cypher,subject currently or formerly holds the object position or public office,wikibase-item,political office held | political seat | public office | office held | position occupied | holds position | function | held position | job,,
Institutional,INSTITUTIONAL_ACTION,Generic institutional action,,unidirectional,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Institutional,LEGITIMATED,Institution legitimated authority,,forward,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Institutional,LEGITIMATED_BY,Authority was legitimated by institution,,inverse,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Institutional,REFORMED,Reformed institution/system,,forward,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E11_Modification,CLASS,,false,relationship_types_seed.cypher,,,,,
Institutional,REFORMED_BY,Was reformed by,,inverse,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E11_Modification,CLASS,,false,relationship_types_seed.cypher,,,,,
Institutional,REINSTATED,Reinstated dormant office/institution,,forward,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E63_Beginning_of_Existence,CLASS,,false,relationship_types_seed.cypher,,,,,
Institutional,REINSTATED_BY,Was reinstated by,,inverse,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E63_Beginning_of_Existence,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,CHARGED_WITH,Person was charged with crime,,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,CHARGES_AGAINST,Crime was charged against person,,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,CONDEMNATION_OF,Condemnation without trial of person,,inverse,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,CONDEMNED_WITHOUT_TRIAL,Condemned without judicial trial,,forward,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,CONVICTED_OF,Person was convicted of crime,P1399,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,convicted of,false,relationship_types_seed.cypher,crime a person or organization was convicted of,wikibase-item,guilty of | found guilty of | conviction,,
Legal,CONVICTION_OF,Crime had person convicted,P1399,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,convicted of,false,manual_curated_2026-02-13,crime a person or organization was convicted of,wikibase-item,guilty of | found guilty of | conviction,,
Legal,EXECUTED,Entity executed individual/small group,,forward,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,EXECUTED_BY,Individual was executed by entity,,inverse,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,IMPRISONED_IN,Person was imprisoned in facility,,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,IMPRISONMENT_OF,Facility held person imprisoned,,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,LEGAL_ACTION,Generic legal action,,unidirectional,,1,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,SENTENCED_TO,Person was sentenced to punishment,,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Legal,SENTENCE_OF,Punishment was sentenced to person,,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,,,,,
Linguistic,LANGUAGE_OF,Language was spoken by people/group,P1412,inverse,,1,P,Language and languages,992154,active,,extraction_appendix,1.0,implemented,PROPERTY,P72i_is_language_of,PROPERTY,"languages spoken, written or signed",false,relationship_types_seed.cypher,"language(s) that a person or a people speaks, writes or signs, including the native language(s)",wikibase-item,"language spoken | languages of expression | languages signed | language signed | language written | language read | language used | language | speaks language | writes language | signs language | uses language | wrote language | spoke language | used language | signed language | languages spoken, written, or signed | language(s) spoken, written or signed | languages spoken | language of expression",,
Linguistic,SPOKE_LANGUAGE,People/group spoke a language,P1412,forward,,1,P,Language and languages,992154,active,,extraction_appendix,1.0,implemented,PROPERTY,P72_has_language,PROPERTY,"languages spoken, written or signed",false,relationship_types_seed.cypher,"language(s) that a person or a people speaks, writes or signs, including the native language(s)",wikibase-item,"language spoken | languages of expression | languages signed | language signed | language written | language read | language used | language | speaks language | writes language | signs language | uses language | wrote language | spoke language | used language | signed language | languages spoken, written, or signed | language(s) spoken, written or signed | languages spoken | language of expression",,
Measurement,HAS_INDICATOR,Entity has quantified indicator,,forward,,1,QA,Measurement,1715944,active,,bidirectional_csv,1.0,implemented,PROPERTY,P43_has_dimension,PROPERTY,Quantitative property,false,relationship_types_seed.cypher,,,,,
Measurement,INDICATOR_OF,Quantified indicator describes entity,,inverse,,1,QA,Measurement,1715944,active,,bidirectional_csv,1.0,implemented,PROPERTY,P43i_is_dimension_of,PROPERTY,(Inverse),false,relationship_types_seed.cypher,,,,,
Membership,HAS_MEMBER,Group has member,P463,inverse,,1,HS,Organizations,1047747,active,,bidirectional_csv,1.0,implemented,EVENT,E85_Joining,CLASS,member of,false,manual_curated_2026-02-13,"organization, club or musical group to which the subject belongs. Do not use for membership in ethnic or social groups, nor for holding a political position, such as a member of parliament (use P39 for that)",wikibase-item,membership | band member of | member of musical group | in musical group | of organization | is member of | club,,
Membership,MEMBER_OF,Person is member of group,P463,forward,,1,HS,Organizations,1047747,active,,bidirectional_csv,1.0,implemented,EVENT,E85_Joining,CLASS,member of,false,manual_curated_2026-02-13,"organization, club or musical group to which the subject belongs. Do not use for membership in ethnic or social groups, nor for holding a political position, such as a member of parliament (use P39 for that)",wikibase-item,membership | band member of | member of musical group | in musical group | of organization | is member of | club,,
Military,BATTLED_IN,Entity fought in battle,P607,forward,MILITARY_ACTION,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,participated in conflict,false,manual_curated_2026-02-13,"battles, wars or other military engagements in which the person or item participated",wikibase-item,war | battle | participant in conflict | in conflict | in action | theater (military) | theatre (military) | military conflict | military engagement | engagement | conflict,P3831,P2868
Military,BATTLE_PARTICIPANT,Entity was participant in battle,P607,inverse,MILITARY_ACTION,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,participated in conflict,false,manual_curated_2026-02-13,"battles, wars or other military engagements in which the person or item participated",wikibase-item,war | battle | participant in conflict | in conflict | in action | theater (military) | theatre (military) | military conflict | military engagement | engagement | conflict,P3831,P2868
Military,BESIEGED,Laid siege to place,,forward,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,BESIEGED_BY,Place was besieged by,,inverse,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,BETRAYED,Entity betrayed trust/loyalty,,forward,MILITARY_ACTION,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,BETRAYED_BY,Entity was betrayed,,inverse,MILITARY_ACTION,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,COMMANDED_BY,Was commanded by,,inverse,POSITION_HELD,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,DEFEATED,Defeated opponent in battle/campaign,,forward,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,DEFEATED_BY,Was defeated by opponent,,inverse,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,DEFECTED_FROM,Defected from,,inverse,RELATED_TO,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E86_Leaving,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,DEFECTED_TO,Defected to join,,forward,RELATED_TO,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E85_Joining,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,FOUGHT_IN,Entity participated in battle/war,P607,forward,MILITARY_ACTION,1,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,participated in conflict,false,manual_curated_2026-02-13,"battles, wars or other military engagements in which the person or item participated",wikibase-item,war | battle | participant in conflict | in conflict | in action | theater (military) | theatre (military) | military conflict | military engagement | engagement | conflict,P3831,P2868
Military,GARRISONED,Left military garrison in place,,forward,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,GARRISONED_BY,Place was garrisoned by military force,,inverse,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,LEVELLED,Completely destroyed/razed to ground,,forward,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E6_Destruction,CLASS,,false,relationship_types_seed.cypher,,,,,
Military,LEVELLED_BY,Place was completely destroyed/razed,,inverse,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E6_Destruction,CLASS,,false,relationship_types_seed.cypher,,,,,
