artifact_id,artifact_type,path,status,canonicality,owner_role,used_by_agent_roles,task_tags,when_to_use,inputs,outputs,mutation_scope,gates,dependencies,example_invocation_or_query,validation_command,source_of_truth_ref,last_validated_at
neo4j_schema_14_claim_promotion_seed_cypher,schema_cypher,Neo4j/schema/14_claim_promotion_seed.cypher,active,canonical,Pi,Pi;SCA;SFA,claims;schema,"Use for schema bootstrap, migration, or deterministic graph checks.",Neo4j graph state,Schema objects and deterministic query results,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,cypher-shell -u neo4j -p <password> < Neo4j/schema/14_claim_promotion_seed.cypher,cypher-shell -u neo4j -p <password> < Neo4j/schema/14_claim_promotion_seed.cypher,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_15_claim_promotion_verify_cypher,schema_cypher,Neo4j/schema/15_claim_promotion_verify.cypher,active,canonical,Pi,Pi;SCA;SFA,claims;schema,"Use for schema bootstrap, migration, or deterministic graph checks.",Neo4j graph state,Schema objects and deterministic query results,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,cypher-shell -u neo4j -p <password> < Neo4j/schema/15_claim_promotion_verify.cypher,cypher-shell -u neo4j -p <password> < Neo4j/schema/15_claim_promotion_verify.cypher,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_16_roman_republic_q17167_reset_cypher,schema_cypher,Neo4j/schema/16_roman_republic_q17167_reset.cypher,active,canonical,Pi,Pi;SCA;SFA,schema,"Use for schema bootstrap, migration, or deterministic graph checks.",Neo4j graph state,Schema objects and deterministic query results,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,cypher-shell -u neo4j -p <password> < Neo4j/schema/16_roman_republic_q17167_reset.cypher,cypher-shell -u neo4j -p <password> < Neo4j/schema/16_roman_republic_q17167_reset.cypher,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_17_policy_decision_subgraph_schema_cypher,schema_cypher,Neo4j/schema/17_policy_decision_subgraph_schema.cypher,active,canonical,Pi,Pi;SCA;SFA,policy;schema,"Use for schema bootstrap, migration, or deterministic graph checks.",Neo4j graph state,Schema objects and deterministic query results,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,cypher-shell -u neo4j -p <password> < Neo4j/schema/17_policy_decision_subgraph_schema.cypher,cypher-shell -u neo4j -p <password> < Neo4j/schema/17_policy_decision_subgraph_schema.cypher,md/Architecture/ADR-006-Claim-Confidence-Decision-Model.md,2026-02-18
neo4j_schema_schema_bootstrap_guide_md,architecture_doc,Neo4j/schema/SCHEMA_BOOTSTRAP_GUIDE.md,active,legacy_reference,Pi,Pi;SCA;SFA,schema,Use as supporting project artifact.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Neo4j/schema/SCHEMA_BOOTSTRAP_GUIDE.md,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_neo4j_query_table_data_2026-2-14_csv,registry,Neo4j/schema/neo4j_query_table_data_2026-2-14.csv,active,legacy_reference,Pi,Pi;SCA;SFA,schema,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Neo4j/schema/neo4j_query_table_data_2026-2-14.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_run_cypher_file_py,pipeline_runner,Neo4j/schema/run_cypher_file.py,active,canonical,Pi,Pi;SCA;SFA,schema,Use when executing end-to-end seeded pipeline runs.,CLI args + env + JSON/CSV inputs,Neo4j writes + JSON/MD run artifacts,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python Neo4j/schema/run_cypher_file.py,python Neo4j/schema/run_cypher_file.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_run_qid_pipeline_ps1,pipeline_runner,Neo4j/schema/run_qid_pipeline.ps1,active,canonical,Pi,Pi;SCA;SFA,schema,Use when executing end-to-end seeded pipeline runs.,CLI args + env + JSON/CSV inputs,Neo4j writes + JSON/MD run artifacts,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,powershell -File Neo4j/schema/run_qid_pipeline.ps1,powershell -File Neo4j/schema/run_qid_pipeline.ps1 -?,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_run_qid_pipeline_py,pipeline_runner,Neo4j/schema/run_qid_pipeline.py,active,canonical,Pi,Pi;SCA;SFA,schema,Use when executing end-to-end seeded pipeline runs.,CLI args + env + JSON/CSV inputs,Neo4j writes + JSON/MD run artifacts,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python Neo4j/schema/run_qid_pipeline.py,python Neo4j/schema/run_qid_pipeline.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
neo4j_schema_run_roman_republic_q17167_pipeline_ps1,pipeline_runner,Neo4j/schema/run_roman_republic_q17167_pipeline.ps1,active,canonical,Pi,Pi;SCA;SFA,schema,Use when executing end-to-end seeded pipeline runs.,CLI args + env + JSON/CSV inputs,Neo4j writes + JSON/MD run artifacts,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,powershell -File Neo4j/schema/run_roman_republic_q17167_pipeline.ps1,powershell -File Neo4j/schema/run_roman_republic_q17167_pipeline.ps1 -?,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_facet_baselines_json,registry,Relationships/relationship_facet_baselines.json,active,canonical,Platform,SCA;SFA;Pi,agent_routing;relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_facet_baselines.json,python -m json.tool Relationships/relationship_facet_baselines.json,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_type_p_suggestions_exact_alias_2026-02-13_csv,registry,Relationships/relationship_type_p_suggestions_exact_alias_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_type_p_suggestions_exact_alias_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_type_p_suggestions_relaxed_alias_2026-02-13_csv,registry,Relationships/relationship_type_p_suggestions_relaxed_alias_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_type_p_suggestions_relaxed_alias_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_diagram_png,diagram,Relationships/relationship_types_diagram.png,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,N/A,N/A,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_types_diagram.png,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_registry_master_csv,registry,Relationships/relationship_types_registry_master.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_types_registry_master.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_registry_master_pre_mapping_sync_2026-02-13_csv,registry,Relationships/relationship_types_registry_master.pre_mapping_sync_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_types_registry_master.pre_mapping_sync_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_registry_master_pre_property_catalog_enrichment_2026-02-13_csv,registry,Relationships/relationship_types_registry_master.pre_property_catalog_enrichment_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_types_registry_master.pre_property_catalog_enrichment_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_registry_master_pre_pvalue_curation2_2026-02-13_csv,registry,Relationships/relationship_types_registry_master.pre_pvalue_curation2_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_types_registry_master.pre_pvalue_curation2_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_registry_master_pre_pvalue_curation_2026-02-13_csv,registry,Relationships/relationship_types_registry_master.pre_pvalue_curation_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_types_registry_master.pre_pvalue_curation_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_registry_master_pre_swap_2026-02-13_csv,registry,Relationships/relationship_types_registry_master.pre_swap_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/relationship_types_registry_master.pre_swap_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_relationship_types_seed_cypher,architecture_doc,Relationships/relationship_types_seed.cypher,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,N/A,N/A,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,cypher-shell -u neo4j -p <password> < Relationships/relationship_types_seed.cypher,cypher-shell -u neo4j -p <password> < Relationships/relationship_types_seed.cypher,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_role_qualifier_reference_json,registry,Relationships/role_qualifier_reference.json,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/role_qualifier_reference.json,python -m json.tool Relationships/role_qualifier_reference.json,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_unified-mapping-with-reification_md,architecture_doc,Relationships/unified-mapping-with-reification.md,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/unified-mapping-with-reification.md,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_v1_kernel_specification_md,architecture_doc,Relationships/v1_kernel_specification.md,active,canonical,Platform,SCA;SFA;Pi,relationships,Use as supporting project artifact.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/v1_kernel_specification.md,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_wikidata_p_api_candidates_2026-02-13_csv,registry,Relationships/wikidata_p_api_candidates_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,federation;relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/wikidata_p_api_candidates_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_wikidata_p_api_candidates_medium_rank1_2026-02-13_csv,registry,Relationships/wikidata_p_api_candidates_medium_rank1_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,federation;relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/wikidata_p_api_candidates_medium_rank1_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_wikidata_p_catalog_candidates_2026-02-13_csv,registry,Relationships/wikidata_p_catalog_candidates_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,federation;relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/wikidata_p_catalog_candidates_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_wikidata_p_mapping_review_queue_2026-02-13_csv,registry,Relationships/wikidata_p_mapping_review_queue_2026-02-13.csv,active,canonical,Platform,SCA;SFA;Pi,federation;relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/wikidata_p_mapping_review_queue_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
relationships_wikidata_p_unmapped_backlog_2026-02-13_csv,registry,Relationships/wikidata_p_unmapped_backlog_2026-02-13.csv,draft,canonical,Platform,SCA;SFA;Pi,federation;relationships,Use as supporting project artifact.,Curated tabular/json rows,Lookup keys for routing/alignment,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open Relationships/wikidata_p_unmapped_backlog_2026-02-13.csv,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
md_agents_chatgpt_instructions_final_md,prompt_or_agent_spec,md/Agents/CHATGPT_INSTRUCTIONS_FINAL.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/CHATGPT_INSTRUCTIONS_FINAL.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_chatgpt_quick_upload_checklist_md,prompt_or_agent_spec,md/Agents/CHATGPT_QUICK_UPLOAD_CHECKLIST.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/CHATGPT_QUICK_UPLOAD_CHECKLIST.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_chatgpt_upload_package_md,prompt_or_agent_spec,md/Agents/CHATGPT_UPLOAD_PACKAGE.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/CHATGPT_UPLOAD_PACKAGE.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_graph_insight_summary_md,prompt_or_agent_spec,md/Agents/GRAPH_INSIGHT_SUMMARY.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/GRAPH_INSIGHT_SUMMARY.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_query_executor_agent_prompt_md,prompt_or_agent_spec,md/Agents/QUERY_EXECUTOR_AGENT_PROMPT.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/QUERY_EXECUTOR_AGENT_PROMPT.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_query_executor_agent_prompt_compact_md,prompt_or_agent_spec,md/Agents/QUERY_EXECUTOR_AGENT_PROMPT_COMPACT.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/QUERY_EXECUTOR_AGENT_PROMPT_COMPACT.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_readme_md,prompt_or_agent_spec,md/Agents/README.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/README.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_sca_sca_seed_agent_pattern_md,prompt_or_agent_spec,md/Agents/SCA/SCA_SEED_AGENT_PATTERN.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/SCA/SCA_SEED_AGENT_PATTERN.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_sca_sca_sfa_architecture_package_md,prompt_or_agent_spec,md/Agents/SCA/SCA_SFA_ARCHITECTURE_PACKAGE.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/SCA/SCA_SFA_ARCHITECTURE_PACKAGE.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_sca_sca_sfa_roles_discussion_md,prompt_or_agent_spec,md/Agents/SCA/SCA_SFA_ROLES_DISCUSSION.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/SCA/SCA_SFA_ROLES_DISCUSSION.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_sca_sca_two_phase_workflow_md,prompt_or_agent_spec,md/Agents/SCA/SCA_TWO_PHASE_WORKFLOW.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/SCA/SCA_TWO_PHASE_WORKFLOW.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_confidence_scoring_rubric_md,prompt_or_agent_spec,md/Agents/confidence_scoring_rubric.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/confidence_scoring_rubric.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_geographic_extraction_md,prompt_or_agent_spec,md/Agents/geographic_extraction.md,active,canonical,SCA,SCA;Pi,geographic;agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/geographic_extraction.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_agents_temporal_extraction_md,prompt_or_agent_spec,md/Agents/temporal_extraction.md,active,canonical,SCA,SCA;Pi,temporal;agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Agents/temporal_extraction.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_02-1_qid_seeded_subjectconcept_promotion_facetfree_spec_md,architecture_doc,md/Architecture/02-1/QID_Seeded_SubjectConcept_Promotion_FacetFree_Spec.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/02-1/QID_Seeded_SubjectConcept_Promotion_FacetFree_Spec.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_1-13-26-baseline_core_3_2_md,architecture_doc,md/Architecture/1-13-26-Baseline_Core_3.2.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/1-13-26-Baseline_Core_3.2.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-16-26-archreview2_md,architecture_doc,md/Architecture/2-16-26-ArchReview2.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-16-26-ArchReview2.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-16-26-chrystallum-generic_md,architecture_doc,md/Architecture/2-16-26-Chrystallum-Generic.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-16-26-Chrystallum-Generic.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-17-26-chrystallum_v0_agent_bootstrap_spec_md,architecture_doc,md/Architecture/2-17-26-CHRYSTALLUM_v0_AGENT_BOOTSTRAP_SPEC.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-17-26-CHRYSTALLUM_v0_AGENT_BOOTSTRAP_SPEC.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-17-26-facet-federation-action-plan_md,architecture_doc,md/Architecture/2-17-26-Facet-Federation-Action-Plan.md,active,legacy_reference,Platform,SCA;SFA;Pi,federation;agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-17-26-Facet-Federation-Action-Plan.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-17-26-sequencediagramagemts_md,architecture_doc,md/Architecture/2-17-26-SequenceDiagramAgemts.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-17-26-SequenceDiagramAgemts.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-17-26federationarchitecture_png,diagram,md/Architecture/2-17-26FederationArchitecture.png,active,legacy_reference,Platform,SCA;SFA;Pi,federation,Use for architecture and operational guidance.,N/A,N/A,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-17-26FederationArchitecture.png,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-18-26-old-federated-project-conceptual-artifacts_md,architecture_doc,md/Architecture/2-18-26-Old-Federated-Project-Conceptual-Artifacts.md,active,legacy_reference,Platform,SCA;SFA;Pi,federation,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-18-26-Old-Federated-Project-Conceptual-Artifacts.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_2-18-26-old-federated-project-harvest_md,architecture_doc,md/Architecture/2-18-26-Old-Federated-Project-Harvest.md,active,legacy_reference,Platform,SCA;SFA;Pi,federation,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/2-18-26-Old-Federated-Project-Harvest.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_adr-002-policy-gate-and-update-operator-separation_md,adr,md/Architecture/ADR-002-Policy-Gate-and-Update-Operator-Separation.md,active,canonical,Platform,SCA;SFA;Pi,policy,Use when a boundary or invariant decision is needed.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/ADR-002-Policy-Gate-and-Update-Operator-Separation.md,manual_review,md/Architecture/ADR-006-Claim-Confidence-Decision-Model.md,2026-02-18
md_architecture_adr-003-kbpedia-role-and-boundaries_md,adr,md/Architecture/ADR-003-KBpedia-Role-and-Boundaries.md,active,canonical,Platform,SCA;SFA;Pi,kbpedia,Use when a boundary or invariant decision is needed.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/ADR-003-KBpedia-Role-and-Boundaries.md,manual_review,md/Architecture/ADR-003-KBpedia-Role-and-Boundaries.md,2026-02-18
md_architecture_adr-006-claim-confidence-decision-model_md,adr,md/Architecture/ADR-006-Claim-Confidence-Decision-Model.md,active,canonical,Platform,SCA;SFA;Pi,claims,Use when a boundary or invariant decision is needed.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/ADR-006-Claim-Confidence-Decision-Model.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
