qid,has_lcc,has_lcsh,has_fast,has_dewey,has_worldcat_entities,has_oclc,has_worldcat_any,has_trismegistos_geo,has_trismegistos_text,has_trismegistos_author,has_trismegistos_god,has_trismegistos_any
Q16898202,false,true,false,false,true,false,true,false,false,false,false,false
Q16898204,false,true,false,false,true,false,true,false,false,false,false,false
Q16898322,false,false,false,false,false,false,false,false,false,false,false,false
Q16898403,false,false,false,false,false,false,false,false,false,false,false,false
Q16898922,false,false,false,false,false,false,false,false,false,false,false,false
Q1690590,false,true,false,false,true,false,true,false,false,false,false,false
Q16915621,false,false,false,false,false,false,false,false,false,false,false,false
Q1693787,false,false,false,false,false,false,false,false,false,false,false,false
Q169460,false,false,false,false,false,false,false,false,false,false,false,false
Q16968873,false,false,false,false,false,false,false,false,false,false,false,false
Q16980255,false,false,false,false,false,false,false,false,false,false,false,false
Q169974,false,true,false,false,false,false,false,false,false,false,false,false
Q17,false,true,true,true,true,false,true,false,false,false,false,false
Q170047,false,true,true,false,true,false,true,false,false,false,false,false
Q170054,false,true,false,false,true,false,true,false,false,false,false,false
Q170062,false,true,true,false,false,false,false,false,false,false,false,false
Q170263,false,true,false,false,true,false,true,false,false,false,false,false
Q170366,false,false,false,false,false,false,false,false,false,false,false,false
Q170457,false,true,true,false,false,false,false,false,false,false,false,false
Q170488,false,true,true,false,true,false,true,false,false,false,false,false
Q170497,false,true,true,false,true,false,true,false,false,false,false,false
Q170507,false,true,true,false,true,false,true,false,false,false,false,false
Q170532,false,true,false,false,true,false,true,true,false,false,false,true
Q170573,false,true,true,false,false,false,false,false,false,false,false,false
Q170588,false,true,false,false,false,false,false,false,false,false,false,false
Q171031,false,true,false,false,true,false,true,false,false,false,false,false
Q1710821,false,false,false,false,false,false,false,false,false,false,false,false
Q1711018,false,false,false,false,false,false,false,false,false,false,false,false
Q171132,false,true,false,false,false,false,false,false,false,false,false,false
Q171353,false,true,false,false,true,false,true,false,false,false,false,false
Q171382,false,false,false,false,false,false,false,false,false,false,false,false
Q17151,false,true,true,false,true,false,true,false,false,false,false,false
Q171639,false,true,false,false,false,false,false,false,false,false,false,false
Q171714,false,false,false,false,false,false,false,false,false,false,false,false
Q171800,false,true,true,false,true,false,true,false,false,false,false,false
Q171882,false,true,true,false,false,false,false,false,false,false,false,false
Q1720,false,true,true,true,true,false,true,true,false,false,false,true
Q1720688,false,false,false,false,false,false,false,false,false,false,false,false
Q1721,false,true,true,true,true,false,true,false,false,false,false,false
Q172267,false,true,true,false,true,false,true,false,false,false,false,false
Q172343,true,true,true,false,true,false,true,true,false,false,false,true
Q1724,false,true,true,false,true,false,true,false,false,false,false,false
Q172702,false,false,false,false,false,false,false,false,false,false,false,false
Q1728291,false,false,false,false,false,false,false,false,false,false,false,false
Q1729630,false,false,false,false,false,false,false,false,false,false,false,false
Q173148,false,true,false,false,false,false,false,false,false,false,false,false
Q173219,false,true,true,false,false,false,false,false,false,false,false,false
Q173292,false,true,false,false,true,false,true,true,false,false,false,true
Q173310,false,true,false,false,false,false,false,false,false,false,false,false
Q173527,false,true,true,false,false,false,false,true,false,false,false,true
Q1735279,false,false,false,false,false,false,false,false,false,false,false,false
Q173532,false,false,false,false,false,false,false,true,false,false,false,true
Q173545,false,true,true,false,true,false,true,false,false,false,false,false
Q173731,false,true,false,false,false,false,false,false,false,false,false,false
Q1738703,false,false,false,false,false,false,false,false,false,false,false,false
Q174019,false,true,true,false,true,false,true,false,false,false,false,false
Q1741,false,true,true,true,true,false,true,false,false,false,false,false
Q174247,false,true,true,false,true,false,true,false,false,false,false,false
Q174257,false,true,true,false,true,false,true,false,false,false,false,false
Q174341,false,true,true,false,false,false,false,false,false,false,false,false
Q1743884,false,false,true,false,false,false,false,false,false,false,false,false
Q1747689,false,true,true,false,true,false,true,false,false,false,false,false
Q1751647,false,false,false,false,false,false,false,false,false,false,false,false
Q17521327,false,false,false,false,false,false,false,false,false,false,false,false
Q17522177,false,false,false,false,false,false,false,false,false,false,false,false
Q1752471,false,false,false,false,false,false,false,false,false,false,false,false
Q175323,false,false,false,false,true,false,true,false,false,false,false,false
Q175331,false,true,false,false,false,false,false,false,false,false,false,false
Q1753984,false,false,false,false,false,false,false,false,false,false,false,false
Q1754455,false,false,false,false,false,false,false,false,false,false,false,false
Q1756724,false,false,false,false,false,false,false,false,false,false,false,false
Q1757296,false,true,false,false,false,false,false,false,false,false,false,false
Q175741,false,true,true,false,true,false,true,false,false,false,false,false
Q1757438,false,false,false,false,false,false,false,false,false,false,false,false
Q17586,false,false,false,false,false,false,false,false,false,false,false,false
Q175948,false,true,false,false,false,false,false,false,false,false,false,false
Q1760467,false,true,false,false,false,false,false,false,false,false,false,false
Q1762696,false,true,false,false,false,false,false,false,false,false,false,false
Q176767,false,true,false,false,false,false,false,false,false,false,false,false
Q1767809,false,false,false,false,false,false,false,false,false,false,false,false
Q1768553,false,false,false,false,false,false,false,true,false,false,false,true
Q17686,false,true,false,false,true,false,true,false,false,false,false,false
Q177061,false,false,false,false,false,false,false,false,false,false,false,false
Q1772855,false,false,false,false,false,false,false,false,false,false,false,false
Q177298,false,false,false,false,false,false,false,false,false,false,false,false
Q1774051,false,false,false,false,false,false,false,false,false,false,false,false
Q1774167,false,false,false,false,false,false,false,true,false,false,false,true
Q17755,false,false,false,false,false,false,false,false,false,false,false,false
Q1779828,false,false,false,false,false,false,false,false,false,false,false,false
Q178373,false,true,false,false,false,false,false,false,false,false,false,false
Q178405,false,true,true,false,true,false,true,false,false,false,false,false
Q178488,false,true,false,false,false,false,false,false,false,false,false,false
Q1785592,false,false,false,false,false,false,false,false,false,false,false,false
Q178582,false,true,true,true,true,false,true,false,false,false,false,false
Q178813,false,true,true,false,false,false,false,false,false,false,false,false
Q178835,false,true,true,false,true,false,true,false,false,false,false,false
Q179313,false,false,false,false,false,false,false,false,false,false,false,false
Q1795792,false,true,true,false,true,false,true,false,false,false,false,false
Q179665,false,true,false,false,false,false,false,false,false,false,false,false
Q179876,false,false,false,false,false,false,false,false,false,false,false,false
Q179883,false,true,true,false,false,false,false,false,false,false,false,false
Q179948,false,true,false,false,false,false,false,false,false,false,false,false
Q180032,false,true,false,false,false,false,false,false,false,false,false,false
Q180078,false,true,false,false,true,false,true,false,false,false,false,false
Q18010006,false,false,false,false,false,false,false,false,false,false,false,false
Q180103,false,true,false,false,false,false,false,false,false,false,false,false
Q18018042,false,false,false,false,true,false,true,false,false,false,false,false
Q18018043,false,false,false,false,true,false,true,false,false,false,false,false
Q1801890,false,true,true,false,false,false,false,false,false,false,false,false
Q180209,false,true,true,false,true,false,true,false,false,false,false,false
Q18021,false,true,true,false,false,false,false,false,false,false,false,false
Q180212,false,true,true,false,false,false,false,true,false,false,false,true
Q180294,false,true,false,false,true,false,true,false,false,false,false,false
Q18048733,false,false,false,false,true,false,true,false,false,false,false,false
Q180525,false,false,false,false,true,false,true,false,false,false,false,false
Q1805833,false,false,false,false,false,false,false,false,false,false,false,false
Q1807000,false,false,false,false,false,false,false,false,false,false,false,false
Q180717,false,true,true,false,true,false,true,false,false,false,false,false
Q18073246,false,false,false,false,true,false,true,false,false,false,false,false
Q18073257,false,false,false,false,true,false,true,false,false,false,false,false
Q1807870,false,false,false,false,false,false,false,true,false,false,false,true
Q1807968,false,false,false,false,false,false,false,false,false,false,false,false
Q180810,false,true,true,false,false,false,false,false,false,false,false,false
Q180918,false,false,false,false,false,false,false,false,false,false,false,false
Q181007,false,false,false,false,false,false,false,false,false,false,false,false
Q181045,false,false,false,false,false,false,false,false,false,false,false,false
Q1811299,false,false,false,false,false,false,false,false,false,false,false,false
Q181189,false,false,false,false,false,false,false,false,false,false,false,false
Q1812630,false,true,false,false,false,false,false,true,false,false,false,true
Q1812832,false,false,false,false,false,false,false,true,false,false,false,true
Q1812834,false,false,false,false,false,false,false,false,false,false,false,false
Q181285,false,true,false,false,true,false,true,false,false,false,false,false
Q181306,false,true,false,false,true,false,true,false,false,false,false,false
Q181359,false,true,true,false,false,false,false,false,false,false,false,false
Q181578,false,false,false,false,false,false,false,false,false,false,false,false
Q181725,false,true,false,false,false,false,false,false,false,false,false,false
Q1817943,false,false,false,false,false,false,false,false,false,false,false,false
Q181955,false,true,false,false,true,false,true,false,false,false,false,false
Q182009,false,true,true,false,true,false,true,false,false,false,false,false
Q182092,false,true,false,false,false,false,false,false,false,false,false,false
Q182159,false,true,true,false,true,false,true,false,false,false,false,false
Q182299,false,true,true,false,true,false,true,false,false,false,false,false
Q18234383,false,false,false,false,false,false,false,false,false,false,false,false
Q182394,false,true,true,false,false,false,false,false,false,false,false,false
Q182428,false,true,true,false,false,false,false,false,false,false,false,false
Q182688,false,true,false,false,false,false,false,false,false,false,false,false
Q1827102,false,false,false,false,false,false,false,false,false,false,false,false
Q182744,false,true,true,false,true,false,true,false,false,false,false,false
Q182873,false,true,false,false,false,false,false,false,false,false,false,false
Q18288145,false,false,false,false,false,false,false,false,false,false,false,false
Q18288155,false,false,false,false,false,false,false,false,false,false,false,false
Q18288969,false,false,false,false,false,false,false,false,false,false,false,false
Q183394,false,false,false,false,false,false,false,false,false,false,false,false
Q18341,false,true,true,false,false,false,false,false,false,false,false,false
Q183651,false,true,false,false,false,false,false,false,false,false,false,false
Q183910,false,true,true,false,false,false,false,false,false,false,false,false
Q18399349,false,false,false,false,false,false,false,false,false,false,false,false
Q18400,false,true,false,false,false,false,false,false,false,false,false,false
Q184023,false,true,false,false,true,false,true,false,false,false,false,false
Q184163,false,true,true,false,false,false,false,false,false,false,false,false
Q18438861,false,false,false,false,false,false,false,false,false,false,false,false
Q184427,false,true,true,false,false,false,false,false,false,false,false,false
Q18443267,false,false,false,false,false,false,false,false,false,false,false,false
Q18446674,false,false,false,false,false,false,false,false,false,false,false,false
Q18447674,false,false,false,false,false,false,false,false,false,false,false,false
Q18453250,false,false,false,false,false,false,false,false,false,false,false,false
Q18453638,false,false,false,false,false,false,false,false,false,false,false,false
Q18454993,false,false,false,false,false,false,false,true,false,false,false,true
Q18467637,false,false,false,false,false,false,false,false,false,false,false,false
Q18472403,false,false,false,false,false,false,false,false,false,false,false,false
Q18476513,false,false,false,false,false,false,false,false,false,false,false,false
Q1848222,false,false,false,false,false,false,false,false,false,false,false,false
Q184864,false,true,true,false,true,false,true,false,false,false,false,false
Q18488233,false,true,false,false,false,false,false,false,false,false,false,false
Q18501717,false,false,false,false,false,false,false,false,false,false,false,false
Q18509899,false,false,false,false,false,false,false,false,false,false,false,false
Q18510063,false,false,false,false,false,false,false,false,false,false,false,false
Q185103,false,true,false,false,false,false,false,true,false,false,false,true
Q185134,false,true,true,false,false,false,false,false,false,false,false,false
Q18524242,false,false,false,false,false,false,false,false,false,false,false,false
Q185318,false,true,true,false,false,false,false,false,false,false,false,false
Q185362,false,true,false,false,false,false,false,false,false,false,false,false
Q18543165,false,false,false,false,false,false,false,false,false,false,false,false
Q185562,false,false,false,false,true,false,true,false,false,false,false,false
Q185632,false,true,false,false,true,false,true,false,false,false,false,false
Q1857365,false,false,false,false,false,false,false,false,false,false,false,false
Q186081,false,false,false,false,false,false,false,false,false,false,false,false
Q1861963,false,false,false,false,false,false,false,false,false,false,false,false
Q186312,false,true,true,false,false,false,false,true,false,false,false,true
Q186408,false,false,false,false,false,false,false,false,false,false,false,false
Q1867822,false,true,false,false,false,false,false,false,false,false,false,false
Q1869858,false,true,false,false,false,false,false,false,false,false,false,false
Q187027,false,false,true,false,false,false,false,false,false,false,false,false
Q187346,false,true,true,false,true,false,true,false,false,false,false,false
Q187352,false,true,true,false,true,false,true,false,false,false,false,false
Q187373,false,false,false,true,false,false,false,false,false,false,false,false
Q187471,false,true,true,false,false,false,false,false,false,false,false,false
Q187635,false,true,false,false,false,false,false,false,false,false,false,false
Q187796,false,true,true,false,true,false,true,true,false,false,false,true
Q187812,false,true,false,false,false,false,false,false,false,false,false,false
Q1878714,false,false,false,false,false,false,false,true,false,false,false,true
Q188022,false,true,true,false,true,false,true,false,false,false,false,false
Q188395,false,true,true,false,false,false,false,false,false,false,false,false
Q188487,false,true,false,false,true,false,true,false,false,false,false,false
Q188527,false,true,false,false,false,false,false,false,false,false,false,false
Q188615,false,false,false,false,false,false,false,false,false,false,false,false
Q188650,false,false,false,false,false,false,false,false,false,false,false,false
Q188686,false,true,false,true,false,false,false,false,false,false,false,false
Q18869,false,false,false,false,true,false,true,false,false,false,false,false
Q188694,false,true,false,false,false,false,false,false,false,false,false,false
Q188731,false,false,true,false,false,false,false,false,false,false,false,false
Q188743,false,true,false,false,true,false,true,false,false,false,false,false
Q188780,false,true,true,false,true,false,true,false,false,false,false,false
Q188878,false,true,false,false,true,false,true,false,false,false,false,false
Q188894,false,false,false,false,false,false,false,false,false,false,false,false
Q188938,false,true,false,false,false,false,false,false,false,false,false,false
Q1889970,false,false,false,false,false,false,false,false,false,false,false,false
Q189059,false,true,false,false,false,false,false,false,false,false,false,false
Q1891,false,true,true,true,true,false,true,false,false,false,false,false
Q1891954,false,false,false,false,false,false,false,false,false,false,false,false
Q189328,false,true,false,false,false,false,false,false,false,false,false,false
Q189383,false,true,false,false,false,false,false,false,false,false,false,false
Q189387,false,false,false,false,false,false,false,true,false,false,false,true
Q189392,false,true,false,false,false,false,false,false,false,false,false,false
Q189419,false,true,false,false,false,false,false,false,false,false,false,false
Q189546,false,true,false,false,false,false,false,false,false,false,false,false
Q1897,false,true,true,true,true,false,true,true,false,false,false,true
Q189764,false,false,false,false,true,false,true,false,false,false,false,false
Q18986,false,true,false,false,false,false,false,true,false,false,false,true
Q1899,false,true,true,false,true,false,true,false,false,false,false,false
Q189901,false,false,false,false,false,false,false,false,false,false,false,false
Q190053,false,true,false,false,true,false,true,false,false,false,false,false
Q190113,false,true,false,false,true,false,true,true,false,false,false,true
Q190138,false,true,false,false,false,false,false,false,false,false,false,false
Q190210,false,true,false,false,false,false,false,false,false,false,false,false
Q190216,false,false,false,false,false,false,false,false,false,false,false,false
Q1903,false,true,true,true,true,false,true,false,false,false,false,false
Q190623,false,true,false,false,false,false,false,false,false,false,false,false
Q190827,false,true,false,false,true,false,true,false,false,false,false,false
Q191075,false,false,false,true,false,false,false,false,false,false,false,false
Q191082,false,false,true,false,true,false,true,false,false,false,false,false
Q1911139,false,false,false,false,false,false,false,false,false,false,false,false
Q191126,false,true,false,false,true,false,true,false,false,false,false,false
Q191135,false,true,false,false,false,false,false,true,false,false,false,true
Q191369,false,true,false,false,false,false,false,false,false,false,false,false
Q191396,false,true,true,false,false,false,false,false,false,false,false,false
Q191504,false,false,false,false,false,false,false,false,false,false,false,false
Q191687,false,true,false,false,false,false,false,true,false,false,false,true
Q191897,false,true,false,false,true,false,true,false,false,false,false,false
Q192129,false,false,false,false,true,false,true,false,false,false,false,false
Q1921294,false,true,false,false,true,false,true,false,false,false,false,false
Q192134,false,true,false,false,true,false,true,false,false,false,false,false
Q192268,false,true,true,false,false,false,false,true,false,false,false,true
Q192368,false,true,true,false,true,false,true,true,false,false,false,true
Q192418,false,false,false,false,false,false,false,false,false,false,false,false
Q192483,false,false,false,false,true,false,true,false,false,false,false,false
Q192522,false,true,false,false,false,false,false,false,false,false,false,false
Q1925381,false,false,false,false,false,false,false,false,false,false,false,false
Q192541,false,false,false,false,true,false,true,false,false,false,false,false
Q192698,false,false,false,false,false,false,false,false,false,false,false,false
Q192811,false,false,false,true,false,false,false,false,false,false,false,false
Q192917,false,true,false,false,true,false,true,false,false,false,false,false
Q192918,false,false,false,false,false,false,false,true,false,false,false,true
Q192980,false,true,false,false,true,false,true,false,false,false,false,false
Q193082,false,false,false,false,false,false,false,false,false,false,false,false
Q193190,false,true,true,false,true,false,true,false,false,false,false,false
Q193241,false,true,false,false,false,false,false,false,false,false,false,false
Q19326,false,false,false,false,true,false,true,false,false,false,false,false
Q1933754,false,true,false,false,true,false,true,true,false,false,false,true
Q19347,false,true,false,false,false,false,false,false,false,false,false,false
Q1937253,false,false,false,false,false,false,false,false,false,false,false,false
Q193780,false,true,false,false,false,false,false,false,false,false,false,false
Q193861,false,true,false,false,true,false,true,false,false,false,false,false
Q193895,false,true,false,false,false,false,false,false,false,false,false,false
Q193896,false,false,false,false,false,false,false,false,false,false,false,false
Q19391888,false,false,false,false,false,false,false,false,false,false,false,false
Q194103,false,true,false,false,false,false,false,true,false,false,false,true
Q194138,false,true,true,false,true,false,true,false,false,false,false,false
Q194141,false,true,true,false,true,false,true,false,false,false,false,false
Q194165,false,true,true,false,false,false,false,false,false,false,false,false
Q194450,false,true,false,false,false,false,false,true,false,false,false,true
Q1947692,false,false,false,false,false,false,false,true,false,false,false,true
Q195104,false,false,false,false,false,false,false,true,false,false,false,true
Q1953272,false,false,false,false,false,false,false,false,false,false,false,false
Q19543309,false,false,false,false,false,false,false,false,false,false,false,false
Q19543808,false,false,false,false,true,false,true,false,false,false,false,false
Q1960660,false,false,false,false,false,false,false,false,false,false,false,false
Q1963850,false,true,false,false,false,false,false,false,false,false,false,false
Q19639680,false,false,false,false,false,false,false,false,false,false,false,false
Q1966556,false,false,false,false,false,false,false,false,false,false,false,false
Q1966755,false,false,false,false,false,false,false,false,false,false,false,false
Q1967945,false,false,false,false,false,false,false,true,false,false,false,true
Q196928,false,false,false,false,false,false,false,false,false,false,false,false
Q196987,false,false,true,false,false,false,false,true,false,false,false,true
Q19699,false,false,false,false,false,false,false,false,false,false,false,false
Q19740031,false,false,false,false,false,false,false,false,false,false,false,false
Q1975233,false,false,false,false,false,false,false,false,false,false,false,false
Q198,true,true,true,true,false,false,false,false,false,false,false,false
Q1982137,false,true,false,false,false,false,false,false,false,false,false,false
Q1985712,false,false,false,false,false,false,false,false,false,false,false,false
Q198650,false,true,false,false,false,false,false,false,false,false,false,false
Q1990353,false,false,false,false,false,false,false,false,false,false,false,false
Q199478,false,true,true,false,false,false,false,false,false,false,false,false
Q199712,false,true,false,false,true,false,true,false,false,false,false,false
Q199723,false,true,true,false,true,false,true,false,false,false,false,false
Q199726,false,true,false,false,false,false,false,false,false,false,false,false
Q199952,false,true,true,false,true,false,true,false,false,false,false,false
Q200030,false,true,true,false,true,false,true,false,false,false,false,false
Q2001120,false,false,false,false,true,false,true,false,false,false,false,false
Q200133,false,true,false,false,true,false,true,false,false,false,false,false
Q2001558,false,false,false,false,false,false,false,false,false,false,false,false
Q200201,false,true,false,false,true,false,true,false,false,false,false,false
Q200235,false,true,false,false,true,false,true,false,false,false,false,false
Q20030234,false,true,true,false,true,false,true,false,false,false,false,false
Q200311,false,true,true,false,true,false,true,false,false,false,false,false
Q2004387,false,false,false,false,false,false,false,false,false,false,false,false
Q200642,false,true,false,false,false,false,false,false,false,false,false,false
Q2006535,false,false,false,false,false,false,false,false,false,false,false,false
Q2006858,false,false,false,false,false,false,false,false,false,false,false,false
Q2007044,false,false,false,false,false,false,false,false,false,false,false,false
Q2008641,false,false,false,false,false,false,false,false,false,false,false,false
Q2008735,false,false,false,false,false,false,false,true,false,false,false,true
Q200908,false,true,false,false,true,false,true,false,false,false,false,false
Q200951,false,true,true,false,false,false,false,false,false,false,false,false
Q2010159,false,false,false,false,false,false,false,false,false,false,false,false
Q20103,false,true,true,false,true,false,true,true,false,false,false,true
Q201095,false,true,false,false,true,false,true,false,false,false,false,false
Q201101,false,true,false,false,true,false,true,false,false,false,false,false
Q201272,false,true,true,false,true,false,true,false,false,false,false,false
Q2015695,false,false,false,false,false,false,false,false,false,false,false,false
Q20160196,false,false,false,false,false,false,false,false,false,false,false,false
Q2016122,false,true,false,false,false,false,false,false,false,false,false,false
Q2016870,false,false,false,false,false,false,false,true,false,false,false,true
Q201722,false,true,false,false,true,false,true,false,false,false,false,false
Q201906,false,true,false,false,true,false,true,false,false,false,false,false
Q202337,false,true,true,false,true,false,true,false,false,false,false,false
Q202422,false,true,false,false,false,false,false,false,false,false,false,false
Q202484,false,false,false,true,false,false,false,false,false,false,false,false
Q2025137,false,false,false,false,false,false,false,false,false,false,false,false
Q202560,false,true,false,false,true,false,true,true,false,false,false,true
Q202562,false,true,false,false,true,false,true,false,false,false,false,false
Q202565,false,true,false,false,true,false,true,false,false,false,false,false
Q202620,false,false,false,false,true,false,true,false,false,false,false,false
Q2028,false,true,true,true,true,false,true,false,false,false,false,false
Q202991,false,false,false,false,false,false,false,false,false,false,false,false
Q203045,false,false,false,false,false,false,false,false,false,false,false,false
Q203169,false,false,false,false,false,false,false,false,false,false,false,false
Q203175,false,true,true,false,false,false,false,false,false,false,false,false
Q203293,false,true,true,false,true,false,true,false,false,false,false,false
Q203299,false,true,false,false,false,false,false,false,false,false,false,false
Q203303,false,true,false,false,true,false,true,false,false,false,false,false
Q203645,false,true,true,false,true,false,true,false,false,false,false,false
Q203767,false,false,false,false,false,false,false,false,false,false,false,false
Q20379349,false,true,true,false,true,false,true,false,false,false,false,false
Q20379355,false,true,false,false,true,false,true,false,false,false,false,false
Q20380031,false,false,false,false,false,false,false,false,false,false,false,false
Q2038351,false,false,false,false,false,false,false,false,false,false,false,false
Q203923,false,true,false,false,false,false,false,false,false,false,false,false
Q203979,false,true,false,false,false,false,false,false,false,false,false,false
Q204023,false,true,false,false,false,false,false,false,false,false,false,false
Q204096,false,true,false,false,false,false,false,false,false,false,false,false
Q204127,false,false,false,false,false,false,false,false,false,false,false,false
Q2041296,false,false,false,false,false,false,false,false,false,false,false,false
Q20413,false,true,false,false,false,false,false,true,false,false,false,true
Q204152,false,false,false,false,true,false,true,false,false,false,false,false
Q204347,false,true,true,false,false,false,false,false,false,false,false,false
Q2044,false,true,true,true,true,false,true,false,false,false,false,false
Q20458,false,true,false,false,false,false,false,true,false,false,false,true
Q204648,false,false,false,false,false,false,false,false,false,false,false,false
Q204757,false,false,false,false,false,false,false,true,false,false,false,true
Q204772,false,true,false,false,false,false,false,true,false,false,false,true
Q204905,false,true,false,false,true,false,true,false,false,false,false,false
Q20552981,false,false,false,false,false,false,false,false,false,false,false,false
Q2056118,false,false,false,false,false,false,false,false,false,false,false,false
Q205832,false,true,true,false,true,false,true,false,false,false,false,false
Q205905,false,true,false,false,true,false,true,false,false,false,false,false
Q206000,false,true,false,false,true,false,true,false,false,false,false,false
Q20604,false,true,false,false,true,false,true,false,false,false,false,false
Q2062912,false,false,false,false,false,false,false,false,false,false,false,false
Q2063167,false,false,false,false,false,false,false,false,false,false,false,false
Q2063503,false,false,false,false,false,false,false,false,false,false,false,false
Q2066007,false,true,true,false,false,false,false,false,false,false,false,false
Q206760,false,true,false,false,true,false,true,false,false,false,false,false
Q206881,false,false,false,false,false,false,false,false,false,false,false,false
Q206903,false,true,false,false,true,false,true,false,false,false,false,false
Q206957,false,true,true,false,true,false,true,false,false,false,false,false
Q207118,false,false,false,false,false,false,false,true,false,false,false,true
Q207239,false,true,false,false,true,false,true,false,false,false,false,false
Q2072599,false,false,false,false,false,false,false,false,false,false,false,false
Q207291,false,false,false,false,false,false,false,false,false,false,false,false
Q207323,false,false,false,false,false,false,false,false,false,false,false,false
Q2073436,false,false,false,false,false,false,false,false,false,false,false,false
Q207406,false,true,false,false,true,false,true,false,false,false,false,false
Q207497,false,false,false,false,false,false,false,true,false,false,false,true
Q207540,false,true,false,false,true,false,true,false,false,false,false,false
Q207572,false,true,false,false,false,false,false,true,false,false,false,true
Q207575,false,true,false,false,true,false,true,false,false,false,false,false
Q207610,false,false,false,false,false,false,false,false,false,false,false,false
Q207620,false,true,false,false,true,false,true,false,false,false,false,false
Q207632,false,false,false,false,true,false,true,false,false,false,false,false
Q207639,false,true,true,false,true,false,true,false,false,false,false,false
Q207840,false,false,false,false,false,false,false,false,false,false,false,false
Q207896,false,false,false,false,false,false,false,true,false,false,false,true
Q208114,false,false,false,false,false,false,false,false,false,false,false,false
Q208180,false,true,false,false,false,false,false,false,false,false,false,false
Q2082231,false,false,false,false,false,false,false,false,false,false,false,false
Q208297,false,true,true,false,false,false,false,false,false,false,false,false
Q208319,false,false,true,false,true,false,true,false,false,false,false,false
Q208379,false,true,true,false,false,false,false,false,false,false,false,false
Q208566,false,false,false,false,false,false,false,false,false,false,false,false
Q208587,false,true,false,false,false,false,false,false,false,false,false,false
Q20864613,false,false,false,false,false,false,false,false,false,false,false,false
Q208715,false,true,false,false,false,false,false,false,false,false,false,false
Q208798,false,true,true,false,true,false,true,false,false,false,false,false
Q2088764,false,false,false,false,false,false,false,false,false,false,false,false
Q209093,false,true,false,false,true,false,true,false,false,false,false,false
Q20917358,false,false,false,false,true,false,true,false,false,false,false,false
Q20925724,false,false,false,false,false,false,false,false,false,false,false,false
Q209297,false,true,true,false,false,false,false,false,false,false,false,false
Q20932550,false,false,false,false,false,false,false,false,false,false,false,false
Q209349,false,false,false,false,false,false,false,true,false,false,false,true
Q2094572,false,true,false,false,false,false,false,false,false,false,false,false
Q2096196,false,false,false,false,false,false,false,false,false,false,false,false
Q209682,false,true,false,false,true,false,true,true,false,false,false,true
Q20969315,false,false,false,false,false,false,false,false,false,false,false,false
Q20969770,false,false,false,false,false,false,false,false,false,false,false,false
Q209773,false,true,true,false,true,false,true,false,false,false,false,false
Q20986421,false,false,false,false,false,false,false,false,false,false,false,false
Q20988114,false,false,false,false,false,false,false,false,false,false,false,false
Q209978,false,true,false,false,false,false,false,false,false,false,false,false
Q210065,false,false,false,false,false,false,false,false,false,false,false,false
Q21011990,false,false,false,false,false,false,false,false,false,false,false,false
Q21012735,false,false,false,false,false,false,false,false,false,false,false,false
Q210164,false,false,false,false,false,false,false,false,false,false,false,false
Q210176,false,true,false,false,false,false,false,false,false,false,false,false
Q210598,false,true,false,false,false,false,false,true,false,false,false,true
Q210698,false,true,false,false,false,false,false,true,false,false,false,true
Q210718,false,true,false,false,false,false,false,true,false,false,false,true
Q21080095,false,false,false,false,false,false,false,false,false,false,false,false
Q210957,false,false,false,false,false,false,false,true,false,false,false,true
Q2109972,false,false,false,false,false,false,false,false,false,false,false,false
Q2110236,false,false,false,false,false,false,false,false,false,false,false,false
Q211230,false,true,false,false,false,false,false,false,false,false,false,false
Q211285,false,true,false,false,true,false,true,false,false,false,false,false
Q211647,false,false,false,false,true,false,true,true,false,false,false,true
Q211779,false,true,false,false,false,false,false,false,false,false,false,false
Q211811,false,true,false,false,true,false,true,false,false,false,false,false
Q211817,false,false,false,false,false,false,false,false,false,false,false,false
Q211866,false,true,false,false,false,false,false,false,false,false,false,false
Q212,false,true,true,true,true,false,true,true,false,false,false,true
Q2120208,false,false,false,false,false,false,false,false,false,false,false,false
Q212029,false,false,false,false,false,false,false,false,false,false,false,false
Q212096,false,true,false,false,false,false,false,false,false,false,false,false
Q212150,false,true,false,false,false,false,false,false,false,false,false,false
Q212203,false,false,true,false,false,false,false,false,false,false,false,false
Q212399,false,true,false,false,true,false,true,false,false,false,false,false
Q212420,false,true,false,false,true,false,true,false,false,false,false,false
Q212686,false,true,false,false,true,false,true,false,false,false,false,false
Q2127223,false,false,false,false,false,false,false,false,false,false,false,false
Q213679,false,true,true,false,true,false,true,true,false,false,false,true
Q213730,false,true,false,false,true,false,true,false,false,false,false,false
Q213916,false,true,true,false,false,false,false,true,false,false,false,true
Q21406482,false,false,false,false,false,false,false,false,false,false,false,false
Q21406530,false,false,false,false,false,false,false,false,false,false,false,false
Q21406534,false,false,false,false,false,false,false,false,false,false,false,false
Q21406577,false,false,false,false,false,false,false,false,false,false,false,false
Q21406774,false,false,false,false,false,false,false,false,false,false,false,false
Q214104,false,false,false,false,false,false,false,false,false,false,false,false
Q214109,false,true,true,false,false,false,false,false,false,false,false,false
Q21414421,false,true,true,false,false,false,false,false,false,false,false,false
Q214178,false,true,true,false,true,false,true,true,false,false,false,true
Q214219,false,false,false,false,false,false,false,false,false,false,false,false
Q2142241,false,true,false,false,false,false,false,false,false,false,false,false
