place_type_token,row_count,geonames_signal_count,geonames_signal_present,canonical_type_id,canonical_type_label,distinction_root_type_id,distinction_root_type_label,mapping_rule,needs_review,review_bucket,quality_star,quality_star_reason,is_fully_triangulated,wikidata_match_qid,wikidata_match_label,wikidata_match_description,wikidata_type_qids,wikidata_type_labels,wikidata_geo_score,wikidata_geo_matches,wikidata_label_match_strength,wikidata_geo_pids_present,wikidata_geo_pid_count,wikidata_time_pids_present,wikidata_time_pid_count,wikidata_periodo_ids,wikidata_start_time_values,wikidata_end_time_values,wikidata_error
fountain,34,1,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q483453:fountain,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q483453,fountain,piece of architecture that ejects water,Q131733833|Q2736507|Q5522423|Q811979|Q860861,type of architectural structure|water feature|garden structure|architectural structure|sculpture,2,"fountain,structure",3,,0,,0,,,,
oasis,34,6,true,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,wikidata:Q1455952:oasis,false,AUTO_MAPPED,gold_star,fully_triangulated_wikidata_pleiades_geonames_temporal_geo,true,Q1455952,OASIS,standards organization,Q1328899|Q18325460,standards organization|501(c)(6) organization,1,oasis,3,P131|P17,2,P571,1,,+1993-00-00T00:00:00Z,,
pyramid,34,7,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q12516:building,pyramid,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q12516,pyramid,structure whose shape is roughly that of a pyramid in the geometric sense,Q111972893|Q41176,type of structure|building,3,"building,pyramid,structure",3,,0,,0,,,,
bay,32,5,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q39594:bay,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q39594,bay,"body of water connected to an ocean or lake, formed by an indentation of the shoreline",Q2507626|Q35116038,water area|shoreline indentation,2,"bay,water",3,,0,,0,,,,
cistern,32,2,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q838858:building,cistern",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q838858,cistern,"artificial reservoirs for the storage of water, typically water-tight tanks in a high part of a building or underground",Q2551525|Q41176,water reservoir|building,2,"building,cistern",3,,0,,0,,,,
cultural-landscape,31,7,true,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,heuristic:land_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
false,30,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,LOW_SIGNAL_SKIP_REVIEW,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
tower-wall,30,0,false,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
peninsula,29,7,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q2672552:villa,false,AUTO_MAPPED,gold_star,fully_triangulated_wikidata_pleiades_geonames_temporal_geo,true,Q2672552,Peninsula,"village in Summit County, Ohio, United States",Q108569739,village of Ohio,1,villa,3,P131|P17|P625,3,P571,1,,+1818-01-01T00:00:00Z,,
palace-complex,26,3,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q4724421:building,palace,structure,theater",false,AUTO_MAPPED,gold_star,fully_triangulated_wikidata_pleiades_geonames_temporal_geo,true,Q4724421,Palace Complex,"former entertainment complex in Blackpool, Lancashire, England",Q17350442|Q19860854|Q41253,venue|destroyed building or structure|movie theater,4,"building,palace,structure,theater",0,P131|P17|P625,3,P571|P576,2,,+1899-00-00T00:00:00Z,+1961-00-00T00:00:00Z,
vicus,25,5,true,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q104530309:archaeological,site",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q104530309,vicus,small civil settlement that arose close to stationary Roman military camps,Q21752084|Q486972,Roman archaeological site|human settlement,2,"archaeological,site",3,,0,,0,,,,
forest,23,2,true,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,wikidata:Q2324169:forest,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q2324169,Forest,parish in Guernsey,Q3365965,parish of Guernsey,1,forest,3,P131|P17|P625,3,,0,,,,
marsh-wetland,23,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q49522073:marsh,wetland",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q49522073,Marsh Wetlands State Nature Preserve,"park in Portage County, Ohio, United States of America",Q22698,park,2,"marsh,wetland",0,P131|P17|P625,3,,0,,,,
state,23,1,true,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q801:country,region,state",false,AUTO_MAPPED,gold_star,fully_triangulated_wikidata_pleiades_geonames_temporal_geo,true,Q801,Israel,country in West Asia,Q10711424|Q51576574|Q6256|Q82794,state with limited recognition|Mediterranean country|country|region,3,"country,region,state",0,P17|P276|P625|P706,4,P571,1,,+1948-05-14T00:00:00Z,,
lighthouse,22,2,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q39715:building,lighthouse,tower",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q39715,lighthouse,structure designed to emit light to aid navigation,Q110113149|Q21550989|Q41176,lit beacon|signal tower|building,3,"building,lighthouse,tower",3,,0,,0,,,,
mouth,22,1,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q1233637:river,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q1233637,river mouth,end of a river or stream,Q15324|Q723748,body of water|confluence,2,"river,water",2,,0,,0,,,,
circus,21,2,true,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q477396:archaeological,site",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q477396,circus,"large open-air venue used for chariot races and other events in the ancient Roman Empire, sometimes inclusive of open fields and large plazas",Q1076486|Q14752696|Q1777138|Q21752084,sports venue|ancient Roman structure|race track|Roman archaeological site,2,"archaeological,site",3,,0,,0,,,,
stadion,20,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,wikidata:Q19740781:district,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q19740781,Stadion,"subdistrict in Ternate City, North Maluku, Indonesia",Q965568,kelurahan,1,district,3,P131|P17|P625,3,,0,,,,
agora,19,4,true,REGION,Region,SETTLEMENT_TYPE,Settlement Type,wikidata:Q35329827:region,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q35329827,Agora,"wadi in Agadez Region, Niger",Q187971,wadi,1,region,3,P131|P17|P625,3,,0,,,,
harbor,19,3,true,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,exact:harbor,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
stoa,19,1,true,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q327328:port,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q327328,stoa,ancient Greek covered walkway or portico,Q185600|Q25535985,portico|covered walkway,1,port,3,,0,,0,,,,
fort-group,18,2,true,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
odeon,18,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q1143046:building,theatre",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q1143046,odeon,ancient concert hall for performances and competitions,Q1060829|Q24354,concert hall|theatre building,2,"building,theatre",3,,0,,0,,,,
valley,18,1,true,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,exact:valley,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
frontier-system-limes,17,2,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
mosque,17,5,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q32815:building,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q32815,mosque,place of worship for followers of Islam,Q1370598|Q24398318|Q43229|Q811102|Q811979,structure of worship|religious building|organization|type of building|architectural structure,2,"building,structure",3,,0,,0,,,,
nome-gr,17,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q1209188,Greek name,Wikimedia list article,Q13406463,Wikimedia list article,0,none,0,,0,,0,,,,
barracks,16,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q1195942:building,tower",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q1195942,fire station,structure or other area where firefighters and their vehicles and equipment is housed,Q1756459|Q22733|Q41176|Q56577996|Q656720|Q759578,hose tower|garage|building|emergency service station|workshop|common room,2,"building,tower",0,,0,,0,,,,
gateway,16,0,false,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q72025746:city,settlement",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q72025746,gateway city,populated place that serves as a common access point for a neighbouring area that might be more remote,Q486972,human settlement,2,"city,settlement",2,,0,,0,,,,
taberna-shop,15,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
grove,13,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q5611367:villa,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q5611367,Grove,"village and civil parish in Nottinghamshire, UK",Q1115575|Q532,civil parish|village,1,villa,3,P131|P17|P625,3,,0,,,,
gymnasium,13,1,true,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q504400:port,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q504400,gymnasium,ancient Greek training facility,Q1076486|Q2385804,sports venue|educational institution,1,port,3,,0,,0,,,,
tunnel,13,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q44377:mine,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q44377,tunnel,underground passageway,Q12146012|Q1550194|Q618123|Q83620,underground structure|mine opening|geographical feature|thoroughfare,2,"mine,structure",3,,0,,0,,,,
citadel,12,1,true,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q88291:citadel,fort",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q88291,citadel,type of fortress protecting a town and naval term for a safe room,Q14601169|Q18691599|Q57821|Q811102,fortified settlement|military installation|fortification|type of building,2,"citadel,fort",3,,0,,0,,,,
coast,12,0,false,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q550419:road,route",false,AUTO_MAPPED,silver_star,one_federation_leg_missing_with_geo_time,false,Q550419,California State Route 1,"state highway in California, United States",Q34442,road,2,"road,route",0,P131|P17|P625,3,P571,1,,+1934-00-00T00:00:00Z,,
diocese-roman,12,2,true,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q1235532:administrative,country,empire",false,AUTO_MAPPED,gold_star,fully_triangulated_wikidata_pleiades_geonames_temporal_geo,true,Q1235532,diocese of the Roman Empire,administrative subdivision of the Roman Empire,Q15644911|Q28872924,administrative territorial entity of the Roman Empire|designation for an administrative territorial entity of a single country,3,"administrative,country,empire",0,P17,1,P2348,1,,,,
estuary,11,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q47053:river,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q47053,estuary,type of marine and riverine ecosystem,Q1233637|Q15324|Q295469|Q3304561|Q3578576|Q37813,river mouth|body of water|ecoregion|marine ecosystem|river ecosystem|ecosystem,2,"river,water",3,,0,,0,,,,
interior-wall,11,0,false,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
lagoon,10,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,wikidata:Q187223:lake,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q187223,lagoon,shallow body of water separated from larger body of water by a barrier,Q135951980,coastal lake,1,lake,3,,0,,0,,,,
league,10,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q170156:state,territory",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q170156,confederation,"union of sovereign states linked by treaties, whose common government does not directly exercise its sovereignty over their territory",Q1307214|Q22676603|Q484652,form of government|federal system|international organization,2,"state,territory",0,,0,,0,,,,
pagus,10,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q6256:administrative,country,territory",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q6256,country,distinct territorial body or political entity,Q1048835|Q15617994|Q24229398|Q4835091,political territorial entity|administrative territorial entity type|being|territory,3,"administrative,country,territory",0,,0,,0,,,,
abbey-church,9,4,true,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:sacred_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
synagogue,9,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q34627:structure,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q34627,synagogue,"religious building at the center of a local organization where a Jewish (or rarely Samaritan) community gathers for prayer, education, social assistance or ceremonies",Q43229|Q811979|Q831219,organization|architectural structure|house of prayer,1,structure,3,,0,,0,,,,
volcano,9,1,true,REGION,Region,SETTLEMENT_TYPE,Settlement Type,wikidata:Q2428769:state,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q2428769,Volcano,"census-designated place (CDP) in Hawaii County, Hawaii, United States",Q498162,census-designated place in the United States,1,state,3,P131|P17|P625|P706,4,,0,,,,
coastal-change,8,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q57859363,"Coastal Changes Over the Past 200 Years Around Ovalau and Moturiki Islands, Fiji: Implications for coastal zone management",article published in 2000,Q13442814,scholarly article,1,island,0,,0,,0,,,,
ekklesiasterion,7,1,true,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q13626987:archaeological,site",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q13626987,Ekklesiasterion of Morgantina,"archaeological site in Aidone, Italy",Q839954,archaeological site,2,"archaeological,site",2,P131|P17|P625,3,,0,,,,
regio-augusti,7,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
water,7,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,heuristic:water_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
piscina-roman,6,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q17651337,piscina Romano,swimming pool in Milan,Q1076486|Q1501,sports venue|swimming pool,1,port,0,P131|P17|P625,3,,0,,,,
rapid,6,1,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q7294187:river,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q7294187,Rapid River,"watercourse in Algoma District, Ontario, Canada",Q355304|Q4022,watercourse|river,2,"river,water",2,P131|P17|P625,3,,0,,,,
treasury,6,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,wikidata:Q648666:state,false,AUTO_MAPPED,silver_star,one_federation_leg_missing_with_geo_time,false,Q648666,United States Department of the Treasury,United States federal executive department,Q105062392|Q15711797|Q910252,financial regulatory agency|finance ministry|United States federal executive department,1,state,2,P17|P625,2,P571,1,,+1789-09-02T00:00:00Z,,
water-inland,6,2,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,heuristic:water_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
cairn,5,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q7321974:monument,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q7321974,cairn,man-made directional pile of stones or burial monument,Q1042490|Q115855537|Q1411945|Q838948,trail blazing|point of orientation|civil engineering construction|work of art,1,monument,3,,0,,0,,,,
causeway,5,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q59725163:county,district",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q59725163,Causeway,"electoral district in County Kerry, Ireland",Q2500304,electoral division,2,"county,district",3,P131|P17|P625,3,,0,,,,
ceramicproduction,5,1,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
dike,5,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q105190:dam,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q105190,levee,ridge or wall to hold back water,Q1411945|Q2466889|Q2630707|Q332724|Q98969382,civil engineering construction|hydraulic structure|flood control structure|Überlaufschwelle|dam from granular material,2,"dam,structure",0,P276,1,,0,,,,
salt-pan-salina,5,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
strait,5,3,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,exact:strait,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
ziggurat,5,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q170153:pyramid,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q170153,ziggurat,"massive structure built in the ancient Mesopotamian valley and western Iranian plateau, having the form of a terraced step pyramid",Q1456099,step pyramid,1,pyramid,3,P17,1,,0,,,,
desert,4,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,exact:desert,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
metalworking,4,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q953045,metalworking,process of making items from metal; production and processing of shaped workpieces made of metals,Q104637425|Q627436|Q8187769,material process|field of work|economic activity,0,none,3,,0,,0,,,,
milestone,4,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q10145:monument,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q10145,milestone,numbered marker mostly along a road or sometimes also at a boundary,Q14505344|Q1516537|Q60982002|Q7140603,roadside stone|technical monument|distance marker|guidestone,1,monument,3,,0,,0,,,,
palaistra,4,0,false,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,wikidata:Q3403707:settlement,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q3403707,Palaistra,"village in Florina, Greece",Q486972,human settlement,1,settlement,3,P131|P17|P625,3,,0,,,,
plateau,4,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,exact:plateau,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
reef,4,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,wikidata:Q184358:cape,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q184358,reef,feature lying beneath the surface of the water,Q107425|Q28337|Q55182671,landscape|shoal|undersea landform,1,cape,3,,0,,0,,,,
room,4,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q180516:structure,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q180516,room,distinguishable space for humans within an enclosed structure,Q11908691|Q1299240|Q13226383,artificial physical structure|interior space|facility,1,structure,3,,0,,0,,,,
anchorage,3,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q39450:county,state",false,AUTO_MAPPED,silver_star,one_federation_leg_missing_with_geo_time,false,Q39450,Anchorage,"consolidated city-borough, and largest city in Alaska, United States of America",Q1093829|Q1549591|Q3301053,city in the United States|big city|consolidated city-county,2,"county,state",3,P131|P17|P625,3,P571,1,,+1914-00-00T00:00:00Z,,
aqueduct-group,3,0,false,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:transport_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
levee,3,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q105190:dam,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q105190,levee,ridge or wall to hold back water,Q1411945|Q2466889|Q2630707|Q332724|Q98969382,civil engineering construction|hydraulic structure|flood control structure|Überlaufschwelle|dam from granular material,2,"dam,structure",3,P276,1,,0,,,,
macellum,3,0,false,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q1882599:archaeological,ruin,site",false,AUTO_MAPPED,silver_star,one_federation_leg_missing_with_geo_time,false,Q1882599,Macellum of Pompeii,mall at the forum of Pompeii,Q109607|Q13033698|Q41176|Q839954,ruins|market square|building|archaeological site,3,"archaeological,ruin,site",2,P131|P17|P276|P625,4,P2348,1,,,,
nome-egyptian,3,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
place,3,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q7200212,Place,family name,Q101352,family name,0,none,3,,0,,0,,,,
platform,3,0,false,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q177749:road,street",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q177749,sidewalk,footpath along the side of a road or a street,Q3352369,footpath,2,"road,street",0,,0,,0,,,,
polis,3,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q15753338,Polis,academic journal,Q5633421,scientific journal,0,none,3,P17,1,,0,,,,
satrapy,3,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q15649504:administrative,state",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q15649504,satrapy,vassal state,Q1371288|Q15617994,vassal state|administrative territorial entity type,2,"administrative,state",3,,0,,0,,,,
space-uncovered,3,1,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
water-feature,3,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,heuristic:water_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
farm,2,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q131596:building,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q131596,farm,"area of land for farming, or, for aquaculture, lake, river or sea, including various structures",Q1497364|Q18247357|Q27096235,building complex|group of structures or buildings|artificial geographic entity,2,"building,structure",3,,0,,0,,,,
fishpond,2,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,wikidata:Q18355504:state,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q18355504,Fishpond,unincorporated community in Alabama,Q17343829,unincorporated community in the United States,1,state,3,P131|P17|P625,3,,0,,,,
gorge,2,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q3699460:hill,mountain",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q3699460,defile,short narrow pass or gorge between mountains or hills,Q150784,canyon,2,"hill,mountain",0,,0,,0,,,,
